filename,geom_number,geom_max_strength,geom_energy_eV,geom_energy_nm,mode_num,modal_frequency_cm,m_displacement,m_frequency_rad,m_mass
Geometry-454-.log,454,1.6518255007,3.1134,398.2784094559003,5,17.7354,3.2009,nan,nan
Geometry-388-.log,388,1.7878242274,2.9125,425.7510729613734,1,7.3072,-7.7781,nan,nan
Geometry-389-.log,389,1.3950370015,2.9909,414.59092580828514,4,11.7471,-4.5545,nan,nan
Geometry-455-.log,455,1.5943267214,3.1445,394.3393226268087,2,8.6795,4.6231,nan,nan
Geometry-390-.log,390,1.870592958,2.789,444.6038006453926,2,8.6795,8.5888,nan,nan
Geometry-391-.log,391,1.3708437153,2.9439,421.2099595774313,3,9.7237,-4.0444,nan,nan
Geometry-456-.log,456,1.6348268776,2.9992,413.44358495598823,4,11.7471,-4.7973,nan,nan
Geometry-392-.log,392,1.5482707479,2.9306,423.12154507609364,2,8.6795,4.6778,nan,nan
Geometry-393-.log,393,1.4960273048,3.1714,390.99451346408523,2,8.6795,5.9286,nan,nan
Geometry-457-.log,457,1.8766259295,2.9795,416.17721094143315,1,7.3072,-7.3475,nan,nan
Geometry-394-.log,394,1.3776921202,3.1339,395.6731229458502,1,7.3072,5.6362,nan,nan
Geometry-395-.log,395,1.4709321819,3.0589,405.3744810225898,1,7.3072,-3.5751,nan,nan
Geometry-458-.log,458,1.3333359591,3.1057,399.265865988344,1,7.3072,-3.6775,nan,nan
Geometry-396-.log,396,1.2101376128,3.1805,389.8758056909291,3,9.7237,5.6928,nan,nan
Geometry-397-.log,397,1.1656804567,2.87,432.05574912891984,4,11.7471,5.3706,nan,nan
Geometry-426-.log,426,1.7483154667,2.7755,446.76634840569267,1,7.3072,-10.9201,nan,nan
Geometry-427-.log,427,1.2865046732,2.7693,447.7665836131875,1,7.3072,-9.4033,nan,nan
Geometry-428-.log,428,1.4069803487,3.1362,395.38294751610226,4,11.7471,4.8774,nan,nan
Geometry-429-.log,429,0.7269816544,3.0769,403.0030225226689,2,8.6795,-9.0411,nan,nan
Geometry-430-.log,430,0.8149378726,2.9343,422.58801076917837,4,11.7471,4.9338,nan,nan
Geometry-431-.log,431,1.0646776806,2.7615,449.0313235560384,4,11.7471,5.8281,nan,nan
Geometry-432-.log,432,1.3600352972,3.2566,380.7652152551741,4,11.7471,-4.7329,nan,nan
Geometry-433-.log,433,1.3159985011,3.1165,397.8822396919622,4,11.7471,-2.9199,nan,nan
Geometry-434-.log,434,1.5248137342,3.0229,410.2021237884151,3,9.7237,-6.5159,nan,nan
Geometry-435-.log,435,1.1558962864,2.8671,432.4927627219141,2,8.6795,7.0087,nan,nan
Geometry-436-.log,436,1.108061352,2.5986,477.1800200107751,2,8.6795,9.3387,nan,nan
Geometry-459-.log,459,1.8219400498,2.9602,418.8906154989528,1,7.3072,-4.3209,nan,nan
Geometry-460-.log,460,1.0903577854,3.1135,398.26561747229806,2,8.6795,3.515,nan,nan
Geometry-461-.log,461,1.1762453181,3.184,389.4472361809045,3,9.7237,5.9217,nan,nan
Geometry-462-.log,462,1.109132534,3.0656,404.4885177453027,1,7.3072,-6.6098,nan,nan
Geometry-463-.log,463,1.0586341584,3.3072,374.9395258829221,4,11.7471,-6.7802,nan,nan
Geometry-464-.log,464,1.5255183469,3.2833,377.6688088203941,1,7.3072,-4.9479,nan,nan
Geometry-465-.log,465,0.9620320389,3.0317,409.0114457235215,3,9.7237,-4.8721,nan,nan
Geometry-466-.log,466,1.2255720456,2.7926,444.03065243858765,2,8.6795,7.207,nan,nan
Geometry-467-.log,467,1.2924425486,3.2597,380.4031045801761,4,11.7471,-2.9758,nan,nan
Geometry-468-.log,468,1.2072771301,3.2064,386.72654690618765,1,7.3072,-2.3515,nan,nan
Geometry-469-.log,469,1.6626584547,3.2935,376.4991650220131,1,7.3072,-3.5874,nan,nan
Geometry-470-.log,470,1.4406011703,3.0875,401.6194331983806,2,8.6795,4.0275,nan,nan
Geometry-471-.log,471,1.6426199288,3.0926,400.95712345599173,3,9.7237,6.9396,nan,nan
Geometry-472-.log,472,1.060534013,3.007,412.3711340206185,2,8.6795,-8.4978,nan,nan
Geometry-473-.log,473,0.7416214044,3.3759,367.30945821854914,3,9.7237,-3.0357,nan,nan
Geometry-474-.log,474,1.0832475779,3.0393,407.9886816043168,3,9.7237,-4.0438,nan,nan
Geometry-475-.log,475,0.9969412563,3.2173,385.4163428962174,2,8.6795,-2.6318,nan,nan
Geometry-476-.log,476,1.4176310749,3.0798,402.62354698357035,1,7.3072,5.6887,nan,nan
Geometry-477-.log,477,1.5883954978,3.0166,411.05880792945703,2,8.6795,-3.4377,nan,nan
Geometry-478-.log,478,0.7886687983,3.0508,406.45076701193125,3,9.7237,-3.6473,nan,nan
Geometry-479-.log,479,0.9932810969,3.3035,375.3594672317239,4,11.7471,2.8395,nan,nan
Geometry-480-.log,480,1.3104821719,3.0934,400.8534298829767,1,7.3072,4.0711,nan,nan
Geometry-481-.log,481,1.8153664095,2.9618,418.664325747856,6,18.2348,5.6178,nan,nan
Geometry-482-.log,482,0.8247443272,3.136,395.4081632653061,1,7.3072,3.9353,nan,nan
Geometry-483-.log,483,1.5362766496,3.1925,388.41033672670324,7,28.1481,2.269,nan,nan
Geometry-484-.log,484,1.4939048923,2.7032,458.7155963302753,2,8.6795,6.8561,nan,nan
Geometry-485-.log,485,0.9596474788,3.261,380.2514566084023,5,17.7354,3.5829,nan,nan
Geometry-486-.log,486,1.5357904252,3.028,409.5112285336856,1,7.3072,-3.2014,nan,nan
Geometry-487-.log,487,1.2121422604,3.1706,391.0931684854602,1,7.3072,6.0403,nan,nan
Geometry-488-.log,488,1.4893024451,3.1267,396.584258163559,2,8.6795,-5.3231,nan,nan
Geometry-489-.log,489,1.4222275578,3.112,398.4575835475578,2,8.6795,-5.0645,nan,nan
Geometry-490-.log,490,1.5192152592,2.7892,444.5719202638749,1,7.3072,-6.4603,nan,nan
Geometry-491-.log,491,0.6456489395,3.2308,383.80586851553795,1,7.3072,7.1618,nan,nan
Geometry-492-.log,492,1.3059620309,3.1204,397.3849506473529,2,8.6795,6.6762,nan,nan
Geometry-493-.log,493,1.5290307318,3.0198,410.6232200808,2,8.6795,4.7859,nan,nan
Geometry-494-.log,494,1.0722690659,3.223,384.734719205709,1,7.3072,5.4336,nan,nan
Geometry-495-.log,495,1.2159617623,3.1231,397.0414011719125,1,7.3072,-4.6686,nan,nan
Geometry-496-.log,496,1.3215719113,2.9431,421.3244538072101,4,11.7471,5.4279,nan,nan
Geometry-497-.log,497,0.9731100856,3.2214,384.9258086546222,1,7.3072,-5.1166,nan,nan
